15,https://github.com/carlos-velasco/JetBrainsAcademy-MusicAdvisor,190d81920d9ccead567808fa0f03cbc5b4a38e63,.,advisor.authentication.SpotifyAccessTokenFetcherTest.givenValidResponse_whenRequestingAccessToken_thenCallDoneWithCorrectHeaderAndBody,ID,data_order,Accepted,https://github.com/carlos-velasco/JetBrainsAcademy-MusicAdvisor/pull/7,,SpotifyAccessTokenFetcherTest.java,advisor.authentication.SpotifyAccessTokenFetcherTest.givenValidResponse_whenRequestingAccessToken_thenCallDoneWithCorrectHeaderAndBody.java,不十分なテスト,
16,https://github.com/carlos-velasco/JetBrainsAcademy-MusicAdvisor,190d81920d9ccead567808fa0f03cbc5b4a38e63,.,advisor.authentication.SpotifyAccessTokenFetcherTest.givenValidResponse_whenRequestingAccessToken_thenSuccessfulMessagesAndAccessTokenArePrinted,ID,data_order,Accepted,https://github.com/carlos-velasco/JetBrainsAcademy-MusicAdvisor/pull/7,,SpotifyAccessTokenFetcherTest.java,advisor.authentication.SpotifyAccessTokenFetcherTest.givenValidResponse_whenRequestingAccessToken_thenSuccessfulMessagesAndAccessTokenArePrinted.java,jsonの不適切なテスト,
1,https://github.com/akud/modular-java-example,438bc99147e45aa3a6c81f5211fdfdbc3641ea9f,authentication-client,com.alexkudlick.authentication.models.AuthenticationRequestTest.testSerialize,ID,data_order(json),Accepted,https://github.com/akud/modular-java-example/pull/3,,AuthenticationRequestTest.java,com.alexkudlick.authentication.models.AuthenticationRequestTest.testSerialize.java,jsonの不適切なテスト,
7,https://github.com/bb4/bb4-games,3568de98f992f6d4b07df468cdedfa19643f7b45,.,com.barrybecker4.game.twoplayer.common.search.strategy.UctNodeTest.testConstructionOfNodeWithNoChildren,ID,data_order,Opened,https://github.com/bb4/bb4-games/pull/37,,UctNodeTest.java,com.barrybecker4.game.twoplayer.common.search.strategy.UctNodeTest.testConstructionOfNodeWithNoChildren.java,jsonの不適切なテスト,
8,https://github.com/bb4/bb4-games,3568de98f992f6d4b07df468cdedfa19643f7b45,.,com.barrybecker4.game.twoplayer.mancala.move.MoveMakerTest.testCrazyP1Combo,ID,data_order,Opened,https://github.com/bb4/bb4-games/pull/37,,MoveMakerTest.java,com.barrybecker4.game.twoplayer.mancala.move.MoveMakerTest.testCrazyP1Combo.java,jsonの不適切なテスト,
9,https://github.com/bb4/bb4-games,3568de98f992f6d4b07df468cdedfa19643f7b45,.,com.barrybecker4.game.twoplayer.mancala.move.MoveMakerTest.testFinalPlayer1MoveInHomeBin,ID,data_order,Opened,https://github.com/bb4/bb4-games/pull/37,,MoveMakerTest.java,com.barrybecker4.game.twoplayer.mancala.move.MoveMakerTest.testFinalPlayer1MoveInHomeBin.java,jsonの不適切なテスト,
10,https://github.com/bb4/bb4-games,3568de98f992f6d4b07df468cdedfa19643f7b45,.,com.barrybecker4.game.twoplayer.mancala.move.MoveMakerTest.testFinalPlayer1MoveOnPlayersSide,ID,data_order,Opened,https://github.com/bb4/bb4-games/pull/37,,MoveMakerTest.java,com.barrybecker4.game.twoplayer.mancala.move.MoveMakerTest.testFinalPlayer1MoveOnPlayersSide.java,jsonの不適切なテスト,
11,https://github.com/bb4/bb4-games,3568de98f992f6d4b07df468cdedfa19643f7b45,.,com.barrybecker4.game.twoplayer.mancala.move.MoveMakerTest.testFinalPlayer2MoveInHomeBin,ID,data_order,Opened,https://github.com/bb4/bb4-games/pull/37,,MoveMakerTest.java,com.barrybecker4.game.twoplayer.mancala.move.MoveMakerTest.testFinalPlayer2MoveInHomeBin.java,jsonの不適切なテスト,
12,https://github.com/bb4/bb4-games,3568de98f992f6d4b07df468cdedfa19643f7b45,.,com.barrybecker4.game.twoplayer.mancala.move.MoveMakerTest.testFinalPlayer2MoveOnPlayersSide,ID,data_order,Opened,https://github.com/bb4/bb4-games/pull/37,,MoveMakerTest.java,com.barrybecker4.game.twoplayer.mancala.move.MoveMakerTest.testFinalPlayer2MoveOnPlayersSide.java,jsonの不適切なテスト,
13,https://github.com/bb4/bb4-games,3568de98f992f6d4b07df468cdedfa19643f7b45,.,com.barrybecker4.game.twoplayer.mancala.move.MoveMakerTest.testPlayer1CapturingMove,ID,data_order,Opened,https://github.com/bb4/bb4-games/pull/37,,MoveMakerTest.java,com.barrybecker4.game.twoplayer.mancala.move.MoveMakerTest.testPlayer1CapturingMove.java,jsonの不適切なテスト,
14,https://github.com/bb4/bb4-games,3568de98f992f6d4b07df468cdedfa19643f7b45,.,com.barrybecker4.game.twoplayer.mancala.move.MoveMakerTest.testPlayer2CapturingMove,ID,data_order,Opened,https://github.com/bb4/bb4-games/pull/37,,MoveMakerTest.java,com.barrybecker4.game.twoplayer.mancala.move.MoveMakerTest.testPlayer2CapturingMove.java,jsonの不適切なテスト,
72,https://github.com/pazzesko/pokemon-alea,bd33e139d8e162c7d96811451d45b3f45963470c,application,com.example.pokemonalea.application.service.PokemonControllerTest.createPokemon,ID,,Accepted,https://github.com/pazzesko/pokemon-alea/pull/1,,PokemonControllerTest.java,com.example.pokemonalea.application.service.PokemonControllerTest.createPokemon.java,jsonの不適切なテスト,
73,https://github.com/pazzesko/pokemon-alea,bd33e139d8e162c7d96811451d45b3f45963470c,application,com.example.pokemonalea.application.service.PokemonControllerTest.getAllPokemon,ID,,Accepted,https://github.com/pazzesko/pokemon-alea/pull/1,,PokemonControllerTest.java,com.example.pokemonalea.application.service.PokemonControllerTest.getAllPokemon.java,jsonの不適切なテスト,
74,https://github.com/pazzesko/pokemon-alea,bd33e139d8e162c7d96811451d45b3f45963470c,application,com.example.pokemonalea.application.service.PokemonControllerTest.getPokemonByIdWhenExists,ID,,Accepted,https://github.com/pazzesko/pokemon-alea/pull/1,,PokemonControllerTest.java,com.example.pokemonalea.application.service.PokemonControllerTest.getPokemonByIdWhenExists.java,jsonの不適切なテスト,
75,https://github.com/pazzesko/pokemon-alea,bd33e139d8e162c7d96811451d45b3f45963470c,application,com.example.pokemonalea.application.service.PokemonControllerTest.getRandomPokemon,ID,,Accepted,https://github.com/pazzesko/pokemon-alea/pull/1,,PokemonControllerTest.java,com.example.pokemonalea.application.service.PokemonControllerTest.getRandomPokemon.java,jsonの不適切なテスト,
76,https://github.com/pazzesko/pokemon-alea,bd33e139d8e162c7d96811451d45b3f45963470c,application,com.example.pokemonalea.application.service.PokemonControllerTest.getTopBaseExperiencePokemon,ID,,Accepted,https://github.com/pazzesko/pokemon-alea/pull/1,,PokemonControllerTest.java,com.example.pokemonalea.application.service.PokemonControllerTest.getTopBaseExperiencePokemon.java,jsonの不適切なテスト,
77,https://github.com/pazzesko/pokemon-alea,bd33e139d8e162c7d96811451d45b3f45963470c,application,com.example.pokemonalea.application.service.PokemonControllerTest.getTopHeightPokemon,ID,,Accepted,https://github.com/pazzesko/pokemon-alea/pull/1,,PokemonControllerTest.java,com.example.pokemonalea.application.service.PokemonControllerTest.getTopHeightPokemon.java,jsonの不適切なテスト,
78,https://github.com/pazzesko/pokemon-alea,bd33e139d8e162c7d96811451d45b3f45963470c,application,com.example.pokemonalea.application.service.PokemonControllerTest.getTopWeightPokemon,ID,,Accepted,https://github.com/pazzesko/pokemon-alea/pull/1,,PokemonControllerTest.java,com.example.pokemonalea.application.service.PokemonControllerTest.getTopWeightPokemon.java,jsonの不適切なテスト,
27,https://github.com/GoogleContainerTools/jib,cbf7ae9591e0103c6dd6bd249a6b3c0e1dad9329,jib-cli,com.google.cloud.tools.jib.cli.BuildTest.testParse_incompatibleCredentialOptions[5],ID,unknown,Accepted,https://github.com/GoogleContainerTools/jib/pull/4103,,BuildTest.java,com.google.cloud.tools.jib.cli.BuildTest.testParse_incompatibleCredentialOptions[5].java,too strict,
28,https://github.com/GoogleContainerTools/jib,cbf7ae9591e0103c6dd6bd249a6b3c0e1dad9329,jib-cli,com.google.cloud.tools.jib.cli.BuildTest.testParse_incompatibleCredentialOptions[6],ID,unknown,Accepted,https://github.com/GoogleContainerTools/jib/pull/4103,,BuildTest.java,com.google.cloud.tools.jib.cli.BuildTest.testParse_incompatibleCredentialOptions[6].java,too strict,
29,https://github.com/GoogleContainerTools/jib,cbf7ae9591e0103c6dd6bd249a6b3c0e1dad9329,jib-cli,com.google.cloud.tools.jib.cli.BuildTest.testParse_incompatibleCredentialOptions[7],ID,unknown,Accepted,https://github.com/GoogleContainerTools/jib/pull/4103,,BuildTest.java,com.google.cloud.tools.jib.cli.BuildTest.testParse_incompatibleCredentialOptions[7].java,too strict,
