1073,https://github.com/richecr/PyGraph,e81c3a0f543f5bfcda1a603c6dcecde13d582c57,__tests__/test_simple_graph.py::TestSimpleGraph::test_add_vertex,OD,Accepted,https://github.com/richecr/PyGraph/pull/96,,test_simple_graph.py,__tests__.test_simple_graph::TestSimpleGraph::test_add_vertex.py,リセット忘れ,セットアップメソッド
1084,https://github.com/Rickecr/PyGraph,e81c3a0f543f5bfcda1a603c6dcecde13d582c57,__tests__/test_simple_graph.py::TestSimpleGraph::test_add_vertex,NIO,Opened,https://github.com/richecr/PyGraph/pull/94,,test_simple_graph.py,__tests__.test_simple_graph::TestSimpleGraph::test_add_vertex.py,リセット忘れ,セットアップメソッド
1074,https://github.com/richecr/PyGraph,e81c3a0f543f5bfcda1a603c6dcecde13d582c57,__tests__/test_simple_graph.py::TestSimpleGraph::test_delete_vertex,OD,Accepted,https://github.com/richecr/PyGraph/pull/96,,test_simple_graph.py,__tests__.test_simple_graph::TestSimpleGraph::test_delete_vertex.py,リセット忘れ,セットアップメソッド
1075,https://github.com/richecr/PyGraph,e81c3a0f543f5bfcda1a603c6dcecde13d582c57,__tests__/test_simple_graph.py::TestSimpleGraph::test_duplicated_edge,OD,Accepted,https://github.com/richecr/PyGraph/pull/96,,test_simple_graph.py,__tests__.test_simple_graph::TestSimpleGraph::test_duplicated_edge.py,リセット忘れ,セットアップメソッド
1076,https://github.com/richecr/PyGraph,e81c3a0f543f5bfcda1a603c6dcecde13d582c57,__tests__/test_simple_graph.py::TestSimpleGraph::test_false_cycle_graph,OD,Accepted,https://github.com/richecr/PyGraph/pull/96,,test_simple_graph.py,__tests__.test_simple_graph::TestSimpleGraph::test_false_cycle_graph.py,リセット忘れ,セットアップメソッド
1077,https://github.com/richecr/PyGraph,e81c3a0f543f5bfcda1a603c6dcecde13d582c57,__tests__/test_simple_graph.py::TestSimpleGraph::test_false_regular_graph,OD,Accepted,https://github.com/richecr/PyGraph/pull/96,,test_simple_graph.py,__tests__.test_simple_graph::TestSimpleGraph::test_false_regular_graph.py,リセット忘れ,セットアップメソッド
1078,https://github.com/richecr/PyGraph,e81c3a0f543f5bfcda1a603c6dcecde13d582c57,__tests__/test_simple_graph.py::TestSimpleGraph::test_get_all_vertex,OD,Accepted,https://github.com/richecr/PyGraph/pull/96,,test_simple_graph.py,__tests__.test_simple_graph::TestSimpleGraph::test_get_all_vertex.py,リセット忘れ,セットアップメソッド
1079,https://github.com/richecr/PyGraph,e81c3a0f543f5bfcda1a603c6dcecde13d582c57,__tests__/test_simple_graph.py::TestSimpleGraph::test_is_terminal,OD,Accepted,https://github.com/richecr/PyGraph/pull/96,,test_simple_graph.py,__tests__.test_simple_graph::TestSimpleGraph::test_is_terminal.py,リセット忘れ,セットアップメソッド
1080,https://github.com/richecr/PyGraph,e81c3a0f543f5bfcda1a603c6dcecde13d582c57,__tests__/test_simple_graph.py::TestSimpleGraph::test_num_edges,OD,Accepted,https://github.com/richecr/PyGraph/pull/96,,test_simple_graph.py,__tests__.test_simple_graph::TestSimpleGraph::test_num_edges.py,リセット忘れ,セットアップメソッド
1081,https://github.com/richecr/PyGraph,e81c3a0f543f5bfcda1a603c6dcecde13d582c57,__tests__/test_simple_graph.py::TestSimpleGraph::test_num_vertex,OD,Accepted,https://github.com/richecr/PyGraph/pull/96,,test_simple_graph.py,__tests__.test_simple_graph::TestSimpleGraph::test_num_vertex.py,リセット忘れ,セットアップメソッド
1094,https://github.com/Rickecr/PyGraph,e81c3a0f543f5bfcda1a603c6dcecde13d582c57,__tests__/test_simple_graph.py::TestSimpleGraph::test_num_vertex,NIO,Opened,https://github.com/richecr/PyGraph/pull/94,,test_simple_graph.py,__tests__.test_simple_graph::TestSimpleGraph::test_num_vertex.py,リセット忘れ,セットアップメソッド
1082,https://github.com/richecr/PyGraph,e81c3a0f543f5bfcda1a603c6dcecde13d582c57,__tests__/test_simple_graph.py::TestSimpleGraph::test_true_regular_graph,OD,Accepted,https://github.com/richecr/PyGraph/pull/96,,test_simple_graph.py,__tests__.test_simple_graph::TestSimpleGraph::test_true_regular_graph.py,リセット忘れ,セットアップメソッド
1083,https://github.com/richecr/PyGraph,e81c3a0f543f5bfcda1a603c6dcecde13d582c57,__tests__/test_simple_graph.py::TestSimpleGraph::test_vertex_neighbors,OD,Accepted,https://github.com/richecr/PyGraph/pull/96,,test_simple_graph.py,__tests__.test_simple_graph::TestSimpleGraph::test_vertex_neighbors.py,リセット忘れ,セットアップメソッド
927,https://github.com/omersaraf/IOCynergy,1821423680f741d8ca06bcc6a02c8b21156f9ba0,cynergy/tests/test_life_cycle.py::test_multi,NIO,Opened,https://github.com/omersaraf/IOCynergy/pull/3,,test_life_cycle.py,cynergy.tests.test_life_cycle::test_multi.py,リセット忘れ,セットアップメソッド
220,https://github.com/demisto/demisto-sdk,925303e5c54fc3dda985ef19b6d56a956d189f69,demisto_sdk/commands/secrets/tests/secrets_test.py::TestSecrets::test_two_files_with_same_name,NIO,Opened,https://github.com/demisto/demisto-sdk/pull/1574,,secrets_test.py,demisto_sdk.commands.secrets.tests.secrets_test::TestSecrets::test_two_files_with_same_name.py,リセット忘れ,
